종목,세부종목,성별,선수명,생년,연령대,소속,FIS코드,Sector코드,시즌,대회명,대회카테고리,날짜,랭킹,포인트,FIS프로필URL
크로스컨트리,,남,정종원,1992,30대,부산시체육회,3320062,CC,2024/25,,,,,https://www.fis-ski.com/DB/general/athlete-biography.html?sectorcode=CC&competitorid=3320062&type=result
크로스컨트리,,남,이건용,1993,30대,경기도청,3320083,CC,2024/25,,,,,https://www.fis-ski.com/DB/general/athlete-biography.html?sectorcode=CC&competitorid=3320083&type=result
크로스컨트리,,남,이의진,2001,20대,부산시체육회,3320208,CC,2024/25,,,,,https://www.fis-ski.com/DB/general/athlete-biography.html?sectorcode=CC&competitorid=3320208&type=result
크로스컨트리,,여,한다솜,1994,30대,경기도청,3320097,CC,2024/25,,,,,https://www.fis-ski.com/DB/general/athlete-biography.html?sectorcode=CC&competitorid=3320097&type=result
크로스컨트리,,여,이지예,2001,20대,평창군청,3320209,CC,2024/25,,,,,https://www.fis-ski.com/DB/general/athlete-biography.html?sectorcode=CC&competitorid=3320209&type=result
크로스컨트리,,여,제상미,1999,20대,평창군청,3320181,CC,2024/25,,,,,https://www.fis-ski.com/DB/general/athlete-biography.html?sectorcode=CC&competitorid=3320181&type=result
알파인,,남,정동현,1988,30대,하이원,320266,AL,2024/25,,,,,https://www.fis-ski.com/DB/general/athlete-biography.html?sectorcode=AL&competitorid=320266&type=result
알파인,,남,박제윤,1994,30대,서울시청,320367,AL,2024/25,,,,,https://www.fis-ski.com/DB/general/athlete-biography.html?sectorcode=AL&competitorid=320367&type=result
알파인,,남,홍동관,1995,20대,하이원,320389,AL,2024/25,,,,,https://www.fis-ski.com/DB/general/athlete-biography.html?sectorcode=AL&competitorid=320389&type=result
알파인,,남,김동우,1995,20대,울산스키협회,320390,AL,2024/25,,,,,https://www.fis-ski.com/DB/general/athlete-biography.html?sectorcode=AL&competitorid=320390&type=result
알파인,,남,정민식,1997,20대,서울시청,422082,AL,2024/25,,,,,https://www.fis-ski.com/DB/general/athlete-biography.html?sectorcode=AL&competitorid=422082&type=result
알파인,,남,이한희,1997,20대,서울스키협회,422083,AL,2024/25,,,,,https://www.fis-ski.com/DB/general/athlete-biography.html?sectorcode=AL&competitorid=422083&type=result
알파인,,남,신정우,1999,20대,서울스키협회,422236,AL,2024/25,,,,,https://www.fis-ski.com/DB/general/athlete-biography.html?sectorcode=AL&competitorid=422236&type=result
알파인,,여,김소희,1996,20대,서울시청,320408,AL,2024/25,,,,,https://www.fis-ski.com/DB/general/athlete-biography.html?sectorcode=AL&competitorid=320408&type=result
알파인,,남,최태희,2005,10대,단국대학교,422752,AL,2024/25,,,,,https://www.fis-ski.com/DB/general/athlete-biography.html?sectorcode=AL&competitorid=422752&type=result
알파인,,여,박서윤,2005,10대,한국체육대학교,422751,AL,2024/25,,,,,https://www.fis-ski.com/DB/general/athlete-biography.html?sectorcode=AL&competitorid=422751&type=result
